run,model,data_variant,accuracy,precision,recall,f1
47,SVC,clean,0.9814814814814815,0.9848484848484849,0.9777777777777779,0.9807538091419407
47,KNN,clean,1.0,1.0,1.0,1.0
47,GaussianNB,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
47,DecisionTree,clean,0.8333333333333334,0.8511904761904763,0.8338624338624339,0.840027045300879
47,RandomForest,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
47,SASKC,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
48,LogisticRegression,clean,0.9629629629629629,0.9665831244778613,0.9619047619047619,0.963623722244412
48,SVC,clean,0.9629629629629629,0.9710144927536232,0.9555555555555556,0.961038961038961
48,KNN,clean,0.9444444444444444,0.9435672514619883,0.9460317460317459,0.9443785248663298
48,GaussianNB,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
48,DecisionTree,clean,0.8518518518518519,0.8636473429951691,0.856084656084656,0.8566308243727598
48,RandomForest,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
48,SASKC,clean,0.9259259259259259,0.9269005847953217,0.9301587301587301,0.9269005847953217
49,LogisticRegression,clean,1.0,1.0,1.0,1.0
49,SVC,clean,1.0,1.0,1.0,1.0
49,KNN,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
49,GaussianNB,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
49,DecisionTree,clean,0.9259259259259259,0.9466666666666667,0.9222222222222222,0.9292172095770296
49,RandomForest,clean,1.0,1.0,1.0,1.0
49,SASKC,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
50,LogisticRegression,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
50,SVC,clean,1.0,1.0,1.0,1.0
50,KNN,clean,0.9629629629629629,0.9666666666666667,0.9682539682539683,0.9657894736842105
50,GaussianNB,clean,1.0,1.0,1.0,1.0
50,DecisionTree,clean,1.0,1.0,1.0,1.0
50,RandomForest,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
50,SASKC,clean,0.9259259259259259,0.9315476190476191,0.9365079365079364,0.9285185668886857
51,LogisticRegression,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
51,SVC,clean,0.9629629629629629,0.9619047619047619,0.9619047619047619,0.9619047619047619
51,KNN,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
51,GaussianNB,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
51,DecisionTree,clean,0.9074074074074074,0.9074074074074074,0.917989417989418,0.9084434084434084
51,RandomForest,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
51,SASKC,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
52,LogisticRegression,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
52,SVC,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
52,KNN,clean,0.9074074074074074,0.9131652661064426,0.9206349206349206,0.908480595980596
52,GaussianNB,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
52,DecisionTree,clean,0.9259259259259259,0.9247219355578489,0.9338624338624338,0.9273148148148148
52,RandomForest,clean,0.9629629629629629,0.9607843137254902,0.9682539682539683,0.9625
52,SASKC,clean,0.9074074074074074,0.9185606060606061,0.9206349206349206,0.9108689334495786
53,LogisticRegression,clean,1.0,1.0,1.0,1.0
53,SVC,clean,1.0,1.0,1.0,1.0
53,KNN,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
53,GaussianNB,clean,1.0,1.0,1.0,1.0
53,DecisionTree,clean,0.9629629629629629,0.9665831244778613,0.9619047619047619,0.963623722244412
53,RandomForest,clean,1.0,1.0,1.0,1.0
53,SASKC,clean,1.0,1.0,1.0,1.0
54,LogisticRegression,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
54,SVC,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
54,KNN,clean,0.9259259259259259,0.9269005847953217,0.9365079365079364,0.9256002413897151
54,GaussianNB,clean,0.9629629629629629,0.9607843137254902,0.9682539682539683,0.9625
54,DecisionTree,clean,0.9444444444444444,0.9441176470588234,0.9497354497354498,0.9452526132404181
54,RandomForest,clean,0.9444444444444444,0.9432404540763674,0.9523809523809524,0.944516632016632
54,SASKC,clean,0.9444444444444444,0.9432404540763674,0.9523809523809524,0.944516632016632
55,LogisticRegression,clean,0.9814814814814815,0.9848484848484849,0.9777777777777779,0.9807538091419407
55,SVC,clean,0.9629629629629629,0.9619047619047619,0.9619047619047619,0.9619047619047619
55,KNN,clean,0.9444444444444444,0.9435672514619883,0.9460317460317459,0.9443785248663298
55,GaussianNB,clean,0.9629629629629629,0.9632936507936508,0.9656084656084656,0.9638504864311316
55,DecisionTree,clean,0.9259259259259259,0.9232456140350876,0.9301587301587301,0.9253995931415288
55,RandomForest,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
55,SASKC,clean,0.9259259259259259,0.9232456140350876,0.9301587301587301,0.9253995931415288
56,LogisticRegression,clean,1.0,1.0,1.0,1.0
56,SVC,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
56,KNN,clean,0.9444444444444444,0.9458333333333333,0.9523809523809524,0.9460624265378086
56,GaussianNB,clean,0.9444444444444444,0.9488636363636364,0.947089947089947,0.9463836547372138
56,DecisionTree,clean,0.8703703703703703,0.8753251579338537,0.8619047619047618,0.8665223665223665
56,RandomForest,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
56,SASKC,clean,0.9259259259259259,0.9274509803921568,0.9365079365079364,0.9265350877192983
57,LogisticRegression,clean,1.0,1.0,1.0,1.0
57,SVC,clean,1.0,1.0,1.0,1.0
57,KNN,clean,0.9629629629629629,0.9607843137254902,0.9682539682539683,0.9625
57,GaussianNB,clean,0.9629629629629629,0.9632936507936508,0.9656084656084656,0.9638504864311316
57,DecisionTree,clean,0.8703703703703703,0.87534165181224,0.870899470899471,0.8727205610926542
57,RandomForest,clean,1.0,1.0,1.0,1.0
57,SASKC,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
58,LogisticRegression,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
58,SVC,clean,0.9629629629629629,0.9710144927536232,0.9555555555555556,0.961038961038961
58,KNN,clean,0.9629629629629629,0.9666666666666667,0.9682539682539683,0.9657894736842105
58,GaussianNB,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
58,DecisionTree,clean,0.9259259259259259,0.9331662489557226,0.9275132275132275,0.929732688353378
58,RandomForest,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
58,SASKC,clean,0.9444444444444444,0.9523809523809524,0.9523809523809524,0.9487179487179488
59,LogisticRegression,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
59,SVC,clean,0.9629629629629629,0.9619047619047619,0.9619047619047619,0.9619047619047619
59,KNN,clean,0.9074074074074074,0.9185606060606061,0.9206349206349206,0.9108689334495786
59,GaussianNB,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
59,DecisionTree,clean,0.8333333333333334,0.8464646464646464,0.8291005291005291,0.8334164437795608
59,RandomForest,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
59,SASKC,clean,0.9259259259259259,0.9315476190476191,0.9365079365079364,0.9285185668886857
60,LogisticRegression,clean,0.9814814814814815,0.9848484848484849,0.9777777777777779,0.9807538091419407
60,SVC,clean,0.9629629629629629,0.9710144927536232,0.9555555555555556,0.961038961038961
60,KNN,clean,0.9814814814814815,0.9848484848484849,0.9777777777777779,0.9807538091419407
60,GaussianNB,clean,1.0,1.0,1.0,1.0
60,DecisionTree,clean,0.8888888888888888,0.8986116185604676,0.8867724867724868,0.8914912673533363
60,RandomForest,clean,1.0,1.0,1.0,1.0
60,SASKC,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
61,LogisticRegression,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
61,SVC,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
61,KNN,clean,0.9444444444444444,0.9432404540763674,0.9523809523809524,0.944516632016632
61,GaussianNB,clean,0.9444444444444444,0.9441176470588234,0.9497354497354498,0.9452526132404181
61,DecisionTree,clean,0.9259259259259259,0.9265873015873015,0.9275132275132275,0.9264720942140298
61,RandomForest,clean,0.9629629629629629,0.9607843137254902,0.9682539682539683,0.9625
61,SASKC,clean,0.9444444444444444,0.9432404540763674,0.9523809523809524,0.944516632016632
62,LogisticRegression,clean,0.9629629629629629,0.9619047619047619,0.9619047619047619,0.9619047619047619
62,SVC,clean,0.9629629629629629,0.9710144927536232,0.9592592592592593,0.9638304224511122
62,KNN,clean,0.9444444444444444,0.9432404540763674,0.9523809523809524,0.944516632016632
62,GaussianNB,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
62,DecisionTree,clean,0.9444444444444444,0.9583333333333334,0.9407407407407407,0.9466756817669597
62,RandomForest,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
62,SASKC,clean,0.9444444444444444,0.9432404540763674,0.9523809523809524,0.944516632016632
63,LogisticRegression,clean,1.0,1.0,1.0,1.0
63,SVC,clean,1.0,1.0,1.0,1.0
63,KNN,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
63,GaussianNB,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
63,DecisionTree,clean,0.9074074074074074,0.9046783625730995,0.9079365079365079,0.9058961400424815
63,RandomForest,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
63,SASKC,clean,0.9444444444444444,0.9523809523809524,0.9523809523809524,0.9487179487179488
64,LogisticRegression,clean,0.9629629629629629,0.9607843137254902,0.9682539682539683,0.9625
64,SVC,clean,0.9444444444444444,0.9474747474747476,0.9433862433862433,0.94499815430048
64,KNN,clean,0.8888888888888888,0.9001782531194297,0.9047619047619048,0.8902777777777778
64,GaussianNB,clean,0.9444444444444444,0.9439814814814814,0.9497354497354498,0.9463385494069995
64,DecisionTree,clean,0.8333333333333334,0.8415103415103414,0.8507936507936508,0.8304473304473304
64,RandomForest,clean,0.9259259259259259,0.9315476190476191,0.9365079365079364,0.9285185668886857
64,SASKC,clean,0.8888888888888888,0.9001782531194297,0.9047619047619048,0.8902777777777778
65,LogisticRegression,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
65,SVC,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
65,KNN,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
65,GaussianNB,clean,0.9444444444444444,0.9488636363636364,0.947089947089947,0.9463836547372138
65,DecisionTree,clean,0.8703703703703703,0.8888888888888888,0.8719576719576719,0.8742234169653526
65,RandomForest,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
65,SASKC,clean,0.9629629629629629,0.9666666666666667,0.9682539682539683,0.9657894736842105
66,LogisticRegression,clean,1.0,1.0,1.0,1.0
66,SVC,clean,1.0,1.0,1.0,1.0
66,KNN,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
66,GaussianNB,clean,1.0,1.0,1.0,1.0
66,DecisionTree,clean,0.9629629629629629,0.9710144927536232,0.9629629629629629,0.9652406417112299
66,RandomForest,clean,1.0,1.0,1.0,1.0
66,SASKC,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
67,LogisticRegression,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
67,SVC,clean,1.0,1.0,1.0,1.0
67,KNN,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
67,GaussianNB,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
67,DecisionTree,clean,0.9259259259259259,0.9231481481481482,0.9275132275132275,0.9248331730629135
67,RandomForest,clean,1.0,1.0,1.0,1.0
67,SASKC,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
68,LogisticRegression,clean,0.9814814814814815,0.9848484848484849,0.9777777777777779,0.9807538091419407
68,SVC,clean,0.9444444444444444,0.9583333333333334,0.937037037037037,0.9444444444444443
68,KNN,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
68,GaussianNB,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
68,DecisionTree,clean,0.8148148148148148,0.8517786561264823,0.8031746031746031,0.8062488183021365
68,RandomForest,clean,1.0,1.0,1.0,1.0
68,SASKC,clean,0.9444444444444444,0.9500000000000001,0.9460317460317459,0.9465716435748749
69,LogisticRegression,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
69,SVC,clean,1.0,1.0,1.0,1.0
69,KNN,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
69,GaussianNB,clean,1.0,1.0,1.0,1.0
69,DecisionTree,clean,0.9444444444444444,0.9500000000000001,0.9460317460317459,0.9465716435748749
69,RandomForest,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
69,SASKC,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
70,LogisticRegression,clean,1.0,1.0,1.0,1.0
70,SVC,clean,1.0,1.0,1.0,1.0
70,KNN,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
70,GaussianNB,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
70,DecisionTree,clean,0.9444444444444444,0.9488636363636364,0.947089947089947,0.9463836547372138
70,RandomForest,clean,1.0,1.0,1.0,1.0
70,SASKC,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
71,LogisticRegression,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
71,SVC,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
71,KNN,clean,0.9444444444444444,0.9432404540763674,0.9523809523809524,0.944516632016632
71,GaussianNB,clean,0.9629629629629629,0.9607843137254902,0.9682539682539683,0.9625
71,DecisionTree,clean,0.9629629629629629,0.9607843137254902,0.9682539682539683,0.9625
71,RandomForest,clean,0.9629629629629629,0.9607843137254902,0.9682539682539683,0.9625
71,SASKC,clean,0.9629629629629629,0.9607843137254902,0.9682539682539683,0.9625
72,LogisticRegression,clean,1.0,1.0,1.0,1.0
72,SVC,clean,1.0,1.0,1.0,1.0
72,KNN,clean,0.9444444444444444,0.9458333333333333,0.9523809523809524,0.9460624265378086
72,GaussianNB,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
72,DecisionTree,clean,0.8888888888888888,0.9003623188405797,0.8904761904761905,0.8919843597262952
72,RandomForest,clean,1.0,1.0,1.0,1.0
72,SASKC,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
73,LogisticRegression,clean,0.9629629629629629,0.9619047619047619,0.9619047619047619,0.9619047619047619
73,SVC,clean,0.9629629629629629,0.9619047619047619,0.9619047619047619,0.9619047619047619
73,KNN,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
73,GaussianNB,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
73,DecisionTree,clean,0.9259259259259259,0.9269005847953217,0.9301587301587301,0.9269005847953217
73,RandomForest,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
73,SASKC,clean,0.9259259259259259,0.9274509803921568,0.9365079365079364,0.9265350877192983
74,LogisticRegression,clean,1.0,1.0,1.0,1.0
74,SVC,clean,0.9814814814814815,0.9848484848484849,0.9777777777777779,0.9807538091419407
74,KNN,clean,0.9444444444444444,0.9435672514619883,0.9460317460317459,0.9443785248663298
74,GaussianNB,clean,0.9629629629629629,0.9710144927536232,0.9592592592592593,0.9638304224511122
74,DecisionTree,clean,0.8703703703703703,0.89546783625731,0.8608465608465609,0.8698390698390699
74,RandomForest,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
74,SASKC,clean,0.9444444444444444,0.9435672514619883,0.9460317460317459,0.9443785248663298
75,LogisticRegression,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
75,SVC,clean,1.0,1.0,1.0,1.0
75,KNN,clean,0.9444444444444444,0.9523809523809524,0.9523809523809524,0.9487179487179488
75,GaussianNB,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
75,DecisionTree,clean,0.8888888888888888,0.9148148148148149,0.8767195767195767,0.886721169329865
75,RandomForest,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
75,SASKC,clean,0.9259259259259259,0.9393939393939394,0.9365079365079364,0.9315789473684211
76,LogisticRegression,clean,0.9814814814814815,0.9848484848484849,0.9777777777777779,0.9807538091419407
76,SVC,clean,0.9629629629629629,0.9710144927536232,0.9592592592592593,0.9638304224511122
76,KNN,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
76,GaussianNB,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
76,DecisionTree,clean,0.9259259259259259,0.9269005847953217,0.9238095238095237,0.9247622006242696
76,RandomForest,clean,1.0,1.0,1.0,1.0
76,SASKC,clean,0.9444444444444444,0.9435672514619883,0.9460317460317459,0.9443785248663298
77,LogisticRegression,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
77,SVC,clean,0.9444444444444444,0.9474747474747476,0.9433862433862433,0.94499815430048
77,KNN,clean,0.9259259259259259,0.9315476190476191,0.9365079365079364,0.9285185668886857
77,GaussianNB,clean,0.9629629629629629,0.9632936507936508,0.9656084656084656,0.9638504864311316
77,DecisionTree,clean,0.9074074074074074,0.9057017543859649,0.9116402116402117,0.9073815751235106
77,RandomForest,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
77,SASKC,clean,0.9444444444444444,0.9458333333333333,0.9523809523809524,0.9460624265378086
78,LogisticRegression,clean,0.9629629629629629,0.9607843137254902,0.9682539682539683,0.9625
78,SVC,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
78,KNN,clean,0.9444444444444444,0.9432404540763674,0.9523809523809524,0.944516632016632
78,GaussianNB,clean,0.9629629629629629,0.9632936507936508,0.9656084656084656,0.9638504864311316
78,DecisionTree,clean,0.8703703703703703,0.8703703703703703,0.8835978835978836,0.8728308728308728
78,RandomForest,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
78,SASKC,clean,0.9444444444444444,0.9432404540763674,0.9523809523809524,0.944516632016632
79,LogisticRegression,clean,0.9444444444444444,0.9458333333333333,0.9523809523809524,0.9460624265378086
79,SVC,clean,1.0,1.0,1.0,1.0
79,KNN,clean,0.9074074074074074,0.9185606060606061,0.9206349206349206,0.9108689334495786
79,GaussianNB,clean,0.9444444444444444,0.9482456140350877,0.9497354497354498,0.9485827290705341
79,DecisionTree,clean,0.7407407407407407,0.7655677655677655,0.756084656084656,0.7429616360650844
79,RandomForest,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
79,SASKC,clean,0.9259259259259259,0.9315476190476191,0.9365079365079364,0.9285185668886857
80,LogisticRegression,clean,1.0,1.0,1.0,1.0
80,SVC,clean,1.0,1.0,1.0,1.0
80,KNN,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
80,GaussianNB,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
80,DecisionTree,clean,0.9629629629629629,0.9619047619047619,0.9619047619047619,0.9619047619047619
80,RandomForest,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
80,SASKC,clean,0.9629629629629629,0.9666666666666667,0.9682539682539683,0.9657894736842105
81,LogisticRegression,clean,1.0,1.0,1.0,1.0
81,SVC,clean,0.9629629629629629,0.9710144927536232,0.9592592592592593,0.9638304224511122
81,KNN,clean,0.9259259259259259,0.9315476190476191,0.9365079365079364,0.9285185668886857
81,GaussianNB,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
81,DecisionTree,clean,0.8888888888888888,0.9125,0.8841269841269841,0.8934965290464012
81,RandomForest,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
81,SASKC,clean,0.9259259259259259,0.9315476190476191,0.9365079365079364,0.9285185668886857
82,LogisticRegression,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
82,SVC,clean,1.0,1.0,1.0,1.0
82,KNN,clean,0.9444444444444444,0.9444444444444445,0.9523809523809524,0.9440559440559441
82,GaussianNB,clean,0.9629629629629629,0.9607843137254902,0.9682539682539683,0.9625
82,DecisionTree,clean,0.9259259259259259,0.9265873015873015,0.9275132275132275,0.9264720942140298
82,RandomForest,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
82,SASKC,clean,0.9259259259259259,0.9274509803921568,0.9365079365079364,0.9265350877192983
83,LogisticRegression,clean,0.9629629629629629,0.9607843137254902,0.9682539682539683,0.9625
83,SVC,clean,0.9629629629629629,0.9632936507936508,0.9656084656084656,0.9638504864311316
83,KNN,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
83,GaussianNB,clean,0.9629629629629629,0.9632936507936508,0.9656084656084656,0.9638504864311316
83,DecisionTree,clean,0.8703703703703703,0.8805704099821746,0.8746031746031746,0.8737667371388301
83,RandomForest,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
83,SASKC,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
84,LogisticRegression,clean,0.9444444444444444,0.9500000000000001,0.9460317460317459,0.9465716435748749
84,SVC,clean,0.9814814814814815,0.9848484848484849,0.9777777777777779,0.9807538091419407
84,KNN,clean,0.9074074074074074,0.9116402116402117,0.9142857142857143,0.9094017094017094
84,GaussianNB,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
84,DecisionTree,clean,0.8148148148148148,0.8186868686868687,0.8068783068783069,0.8087250857548695
84,RandomForest,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
84,SASKC,clean,0.9259259259259259,0.9274509803921568,0.9365079365079364,0.9265350877192983
85,LogisticRegression,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
85,SVC,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
85,KNN,clean,1.0,1.0,1.0,1.0
85,GaussianNB,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
85,DecisionTree,clean,0.8148148148148148,0.8135761179239439,0.8095238095238094,0.80428243842878
85,RandomForest,clean,1.0,1.0,1.0,1.0
85,SASKC,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
86,LogisticRegression,clean,0.9814814814814815,0.9848484848484849,0.9777777777777779,0.9807538091419407
86,SVC,clean,1.0,1.0,1.0,1.0
86,KNN,clean,1.0,1.0,1.0,1.0
86,GaussianNB,clean,1.0,1.0,1.0,1.0
86,DecisionTree,clean,0.9629629629629629,0.9665831244778613,0.9619047619047619,0.963623722244412
86,RandomForest,clean,1.0,1.0,1.0,1.0
86,SASKC,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
87,LogisticRegression,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
87,SVC,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
87,KNN,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
87,GaussianNB,clean,0.9629629629629629,0.9632936507936508,0.9656084656084656,0.9638504864311316
87,DecisionTree,clean,0.9444444444444444,0.9514066496163682,0.9407407407407407,0.9447828034034931
87,RandomForest,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
87,SASKC,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
88,LogisticRegression,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
88,SVC,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
88,KNN,clean,0.9074074074074074,0.9185606060606061,0.9206349206349206,0.9108689334495786
88,GaussianNB,clean,0.9629629629629629,0.9632936507936508,0.9656084656084656,0.9638504864311316
88,DecisionTree,clean,0.9259259259259259,0.92781279178338,0.9312169312169312,0.9289298515104966
88,RandomForest,clean,0.9629629629629629,0.9616228070175438,0.9682539682539683,0.9635716361522814
88,SASKC,clean,0.9444444444444444,0.9458333333333333,0.9523809523809524,0.9460624265378086
89,LogisticRegression,clean,0.9814814814814815,0.9848484848484849,0.9777777777777779,0.9807538091419407
89,SVC,clean,0.9259259259259259,0.9327122153209109,0.9211640211640212,0.9256904015524704
89,KNN,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
89,GaussianNB,clean,0.9259259259259259,0.92781279178338,0.9312169312169312,0.9289298515104966
89,DecisionTree,clean,0.8518518518518519,0.8525971792225663,0.8650793650793651,0.8554112554112554
89,RandomForest,clean,0.9629629629629629,0.9632936507936508,0.9656084656084656,0.9638504864311316
89,SASKC,clean,0.9629629629629629,0.9607843137254902,0.9682539682539683,0.9625
90,LogisticRegression,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
90,SVC,clean,0.9629629629629629,0.9619047619047619,0.9619047619047619,0.9619047619047619
90,KNN,clean,0.9444444444444444,0.9416666666666668,0.9460317460317459,0.943351691581432
90,GaussianNB,clean,0.9444444444444444,0.9441176470588234,0.9497354497354498,0.9452526132404181
90,DecisionTree,clean,0.9444444444444444,0.9488636363636364,0.947089947089947,0.9463836547372138
90,RandomForest,clean,0.9629629629629629,0.9607843137254902,0.9682539682539683,0.9625
90,SASKC,clean,0.9259259259259259,0.9274509803921568,0.9365079365079364,0.9265350877192983
91,LogisticRegression,clean,0.9814814814814815,0.9791666666666666,0.9841269841269842,0.981117230527144
91,SVC,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
91,KNN,clean,0.9629629629629629,0.9666666666666667,0.9682539682539683,0.9657894736842105
91,GaussianNB,clean,0.9814814814814815,0.9848484848484849,0.9814814814814815,0.9827242524916944
91,DecisionTree,clean,0.8703703703703703,0.8861111111111111,0.8719576719576719,0.8754208754208754
91,RandomForest,clean,0.9814814814814815,0.9824561403508771,0.9841269841269842,0.9828609096901779
91,SASKC,clean,0.9629629629629629,0.9666666666666667,0.9682539682539683,0.9657894736842105
92,LogisticRegression,clean,1.0,1.0,1.0,1.0
92,SVC,clean,0.9814814814814815,0.9848484848484849,0.9777777777777779,0.9807538091419407
92,KNN,clean,0.9629629629629629,0.9665831244778613,0.9619047619047619,0.963623722244412
92,GaussianNB,clean,1.0,1.0,1.0,1.0
92,DecisionTree,clean,0.9259259259259259,0.9301587301587301,0.9301587301587301,0.9264957264957264
92,RandomForest,clean,1.0,1.0,1.0,1.0
92,SASKC,clean,0.9629629629629629,0.9665831244778613,0.9619047619047619,0.963623722244412
93,LogisticRegression,clean,1.0,1.0,1.0,1.0
93,SVC,clean,0.9814814814814815,0.9848484848484849,0.9777777777777779,0.9807538091419407
